stem,class,deixis,tam
l-à-ŋál̀-ì,l,itive,perfective
l-à-ŋál-ì,l,itive,perfective
l-à-ŋ́àl̀-ì,l,itive,perfective
l-à-ŋ́àl-ì,l,itive,perfective
jə̀-ŋàl̀-ó,j,ventive,perfective
jə̀-ŋàl̀-ì,j,itive,dependent
jə̀-ŋàl̀-à,j,ventive,dependent
jə̀-ŋàl-ó,j,ventive,perfective
jə̀-ŋàl-ì,j,itive,dependent
jə̀-ŋàl-à,j,ventive,dependent
jə̀-ŋ̀àl̀-ó,j,ventive,perfective
jə̀-ŋ̀àl̀-ì,j,itive,dependent
jə̀-ŋ̀àl̀-à,j,ventive,dependent
jə̀-ŋ̀àl-ó,j,ventive,perfective
jə̀-ŋ̀àl-ì,j,itive,dependent
jə̀-ŋ̀àl-à,j,ventive,dependent
j-á-ŋál̀-à,j,itive,imperfective
j-á-ŋál-à,j,itive,imperfective
j-á-ŋàl̀-ó,j,ventive,imperfective
j-á-ŋàl-ó,j,ventive,imperfective
j-á-ŋ́àl̀-à,j,itive,imperfective
j-á-ŋ́àl-à,j,itive,imperfective
j-á-ŋ̀àl̀-ó,j,ventive,imperfective
j-á-ŋ̀àl-ó,j,ventive,imperfective
j-à-ŋál̀-ì,j,itive,perfective
j-à-ŋál-ì,j,itive,perfective
j-à-ŋ́àl̀-ì,j,itive,perfective
j-à-ŋ́àl-ì,j,itive,perfective
gə̀-ŋàl̀-ó,g,ventive,perfective
gə̀-ŋàl̀-ì,g,itive,dependent
gə̀-ŋàl̀-à,g,ventive,dependent
gə̀-ŋàl-ó,g,ventive,perfective
gə̀-ŋàl-ì,g,itive,dependent
gə̀-ŋàl-à,g,ventive,dependent
gə̀-ŋ̀àl̀-ó,g,ventive,perfective
gə̀-ŋ̀àl̀-ì,g,itive,dependent
gə̀-ŋ̀àl̀-à,g,ventive,dependent
gə̀-ŋ̀àl-ó,g,ventive,perfective
gə̀-ŋ̀àl-ì,g,itive,dependent
gə̀-ŋ̀àl-à,g,ventive,dependent
g-á-ŋál̀-à,g,itive,imperfective
g-á-ŋál-à,g,itive,imperfective
g-á-ŋàl̀-ó,g,ventive,imperfective
g-á-ŋàl-ó,g,ventive,imperfective
g-á-ŋ́àl̀-à,g,itive,imperfective
g-á-ŋ́àl-à,g,itive,imperfective
g-á-ŋ̀àl̀-ó,g,ventive,imperfective
g-á-ŋ̀àl-ó,g,ventive,imperfective
g-à-ŋál̀-ì,g,itive,perfective
g-à-ŋál-ì,g,itive,perfective
g-à-ŋ́àl̀-ì,g,itive,perfective
g-à-ŋ́àl-ì,g,itive,perfective
ɔ́ð-ɔ́,unmarked,itive,imperative
ɔ̀ð-á,unmarked,ventive,imperative
ɲ-ɔ̀ð-ɛ̀,ɲ,itive,dependent
ɲ-ɔ̀ð-ɔ́,ɲ,ventive,perfective
ɲ-ɔ̀ð-à,ɲ,ventive,dependent
ɲ-á-ɔ́ð-à,ɲ,itive,imperfective
ɲ-á-ɔ̀ð-ɔ́,ɲ,ventive,imperfective
ɲ-à-ɔ́ð-ɛ̀,ɲ,itive,perfective
ŋ-ɔ̀ð-ɛ̀,ŋ,itive,dependent
ŋ-ɔ̀ð-ɔ́,ŋ,ventive,perfective
ŋ-ɔ̀ð-à,ŋ,ventive,dependent
ŋ-á-ɔ́ð-à,ŋ,itive,imperfective
ŋ-á-ɔ̀ð-ɔ́,ŋ,ventive,imperfective
ŋ-à-ɔ́ð-ɛ̀,ŋ,itive,perfective
ð-ɔ́ð-á,ð,unmarked,infinitive
ð-ɔ̀ð-ɛ̀,ð,itive,dependent
ð-ɔ̀ð-ɔ́,ð,ventive,perfective
ð-ɔ̀ð-à,ð,ventive,dependent
ð-á-ɔ́ð-à,ð,itive,imperfective
ð-á-ɔ̀ð-ɔ́,ð,ventive,imperfective
ð-à-ɔ́ð-ɛ̀,ð,itive,perfective
t̪-ɔ̀ð-ɛ̀,t̪,itive,dependent
t̪-ɔ̀ð-ɔ́,t̪,ventive,perfective
t̪-ɔ̀ð-à,t̪,ventive,dependent
t̪-á-ɔ́ð-à,t̪,itive,imperfective
t̪-á-ɔ̀ð-ɔ́,t̪,ventive,imperfective
t̪-à-ɔ́ð-ɛ̀,t̪,itive,perfective
r-ɔ̀ð-ɛ̀,r,itive,dependent
r-ɔ̀ð-ɔ́,r,ventive,perfective
r-ɔ̀ð-à,r,ventive,dependent
r-á-ɔ́ð-à,r,itive,imperfective
r-á-ɔ̀ð-ɔ́,r,ventive,imperfective
r-à-ɔ́ð-ɛ̀,r,itive,perfective
n-ɔ̀ð-ɛ̀,n,itive,dependent
n-ɔ̀ð-ɔ́,n,ventive,perfective
n-ɔ̀ð-à,n,ventive,dependent
n-á-ɔ́ð-à,n,itive,imperfective
n-á-ɔ̀ð-ɔ́,n,ventive,imperfective
n-à-ɔ́ð-ɛ̀,n,itive,perfective
l-ɔ̀ð-ɛ̀,l,itive,dependent
l-ɔ̀ð-ɔ́,l,ventive,perfective
l-ɔ̀ð-à,l,ventive,dependent
l-á-ɔ́ð-à,l,itive,imperfective
l-á-ɔ̀ð-ɔ́,l,ventive,imperfective
l-à-ɔ́ð-ɛ̀,l,itive,perfective
j-ɔ̀ð-ɛ̀,j,itive,dependent
j-ɔ̀ð-ɔ́,j,ventive,perfective
j-ɔ̀ð-à,j,ventive,dependent
j-á-ɔ́ð-à,j,itive,imperfective
j-á-ɔ̀ð-ɔ́,j,ventive,imperfective
j-à-ɔ́ð-ɛ̀,j,itive,perfective
g-ɔ̀ð-ɛ̀,g,itive,dependent
g-ɔ̀ð-ɔ́,g,ventive,perfective
g-ɔ̀ð-à,g,ventive,dependent
g-á-ɔ́ð-à,g,itive,imperfective
g-á-ɔ̀ð-ɔ́,g,ventive,imperfective
g-à-ɔ́ð-ɛ̀,g,itive,perfective
píɽ́-ɔ́,unmarked,itive,imperative
píɽ-ɔ́,unmarked,itive,imperative
pìɽ̀-á,unmarked,ventive,imperative
pìɽ-á,unmarked,ventive,imperative
ɲə̀-pìɽ̀-ɛ̀,ɲ,itive,dependent
ɲə̀-pìɽ̀-ɔ́,ɲ,ventive,perfective
ɲə̀-pìɽ̀-à,ɲ,ventive,dependent
ɲə̀-pìɽ-ɛ̀,ɲ,itive,dependent
ɲə̀-pìɽ-ɔ́,ɲ,ventive,perfective
ɲə̀-pìɽ-à,ɲ,ventive,dependent
ɲ-á-píɽ̀-à,ɲ,itive,imperfective
ɲ-á-píɽ-à,ɲ,itive,imperfective
ɲ-á-pìɽ̀-ɔ́,ɲ,ventive,imperfective
ɲ-á-pìɽ-ɔ́,ɲ,ventive,imperfective
ɲ-à-píɽ̀-ɛ̀,ɲ,itive,perfective
ɲ-à-píɽ-ɛ̀,ɲ,itive,perfective
ŋə̀-pìɽ̀-ɛ̀,ŋ,itive,dependent
ŋə̀-pìɽ̀-ɔ́,ŋ,ventive,perfective
ŋə̀-pìɽ̀-à,ŋ,ventive,dependent
ŋə̀-pìɽ-ɛ̀,ŋ,itive,dependent
ŋə̀-pìɽ-ɔ́,ŋ,ventive,perfective
ŋə̀-pìɽ-à,ŋ,ventive,dependent
ŋ-á-píɽ̀-à,ŋ,itive,imperfective
ŋ-á-píɽ-à,ŋ,itive,imperfective
ŋ-á-pìɽ̀-ɔ́,ŋ,ventive,imperfective
ŋ-á-pìɽ-ɔ́,ŋ,ventive,imperfective
ŋ-à-píɽ̀-ɛ̀,ŋ,itive,perfective
ŋ-à-píɽ-ɛ̀,ŋ,itive,perfective
ðə́-píɽ́-á,ð,unmarked,infinitive
ðə́-píɽ-á,ð,unmarked,infinitive
ðə̀-pìɽ̀-ɛ̀,ð,itive,dependent
ðə̀-pìɽ̀-ɔ́,ð,ventive,perfective
ðə̀-pìɽ̀-à,ð,ventive,dependent
ðə̀-pìɽ-ɛ̀,ð,itive,dependent
ðə̀-pìɽ-ɔ́,ð,ventive,perfective
ðə̀-pìɽ-à,ð,ventive,dependent
ð-á-píɽ̀-à,ð,itive,imperfective
ð-á-píɽ-à,ð,itive,imperfective
ð-á-pìɽ̀-ɔ́,ð,ventive,imperfective
ð-á-pìɽ-ɔ́,ð,ventive,imperfective
ð-à-píɽ̀-ɛ̀,ð,itive,perfective
ð-à-píɽ-ɛ̀,ð,itive,perfective
t̪ə̀-pìɽ̀-ɛ̀,t̪,itive,dependent
t̪ə̀-pìɽ̀-ɔ́,t̪,ventive,perfective
t̪ə̀-pìɽ̀-à,t̪,ventive,dependent
t̪ə̀-pìɽ-ɛ̀,t̪,itive,dependent
t̪ə̀-pìɽ-ɔ́,t̪,ventive,perfective
t̪ə̀-pìɽ-à,t̪,ventive,dependent
t̪-á-píɽ̀-à,t̪,itive,imperfective
t̪-á-píɽ-à,t̪,itive,imperfective
t̪-á-pìɽ̀-ɔ́,t̪,ventive,imperfective
t̪-á-pìɽ-ɔ́,t̪,ventive,imperfective
t̪-à-píɽ̀-ɛ̀,t̪,itive,perfective
t̪-à-píɽ-ɛ̀,t̪,itive,perfective
rə̀-pìɽ̀-ɛ̀,r,itive,dependent
rə̀-pìɽ̀-ɔ́,r,ventive,perfective
rə̀-pìɽ̀-à,r,ventive,dependent
rə̀-pìɽ-ɛ̀,r,itive,dependent
rə̀-pìɽ-ɔ́,r,ventive,perfective
rə̀-pìɽ-à,r,ventive,dependent
r-á-píɽ̀-à,r,itive,imperfective
r-á-píɽ-à,r,itive,imperfective
r-á-pìɽ̀-ɔ́,r,ventive,imperfective
r-á-pìɽ-ɔ́,r,ventive,imperfective
r-à-píɽ̀-ɛ̀,r,itive,perfective
r-à-píɽ-ɛ̀,r,itive,perfective
nə̀-pìɽ̀-ɛ̀,n,itive,dependent
nə̀-pìɽ̀-ɔ́,n,ventive,perfective
nə̀-pìɽ̀-à,n,ventive,dependent
nə̀-pìɽ-ɛ̀,n,itive,dependent
nə̀-pìɽ-ɔ́,n,ventive,perfective
nə̀-pìɽ-à,n,ventive,dependent
n-á-píɽ̀-à,n,itive,imperfective
n-á-píɽ-à,n,itive,imperfective
n-á-pìɽ̀-ɔ́,n,ventive,imperfective
n-á-pìɽ-ɔ́,n,ventive,imperfective
n-à-píɽ̀-ɛ̀,n,itive,perfective
n-à-píɽ-ɛ̀,n,itive,perfective
lə̀-pìɽ̀-ɛ̀,l,itive,dependent
lə̀-pìɽ̀-ɔ́,l,ventive,perfective
lə̀-pìɽ̀-à,l,ventive,dependent
lə̀-pìɽ-ɛ̀,l,itive,dependent
lə̀-pìɽ-ɔ́,l,ventive,perfective
lə̀-pìɽ-à,l,ventive,dependent
l-á-píɽ̀-à,l,itive,imperfective
l-á-píɽ-à,l,itive,imperfective
l-á-pìɽ̀-ɔ́,l,ventive,imperfective
l-á-pìɽ-ɔ́,l,ventive,imperfective
l-à-píɽ̀-ɛ̀,l,itive,perfective
l-à-píɽ-ɛ̀,l,itive,perfective
jə̀-pìɽ̀-ɛ̀,j,itive,dependent
jə̀-pìɽ̀-ɔ́,j,ventive,perfective
jə̀-pìɽ̀-à,j,ventive,dependent
jə̀-pìɽ-ɛ̀,j,itive,dependent
jə̀-pìɽ-ɔ́,j,ventive,perfective
jə̀-pìɽ-à,j,ventive,dependent
j-á-píɽ̀-à,j,itive,imperfective
j-á-píɽ-à,j,itive,imperfective
j-á-pìɽ̀-ɔ́,j,ventive,imperfective
j-á-pìɽ-ɔ́,j,ventive,imperfective
j-à-píɽ̀-ɛ̀,j,itive,perfective
j-à-píɽ-ɛ̀,j,itive,perfective
gə̀-pìɽ̀-ɛ̀,g,itive,dependent
gə̀-pìɽ̀-ɔ́,g,ventive,perfective
gə̀-pìɽ̀-à,g,ventive,dependent
gə̀-pìɽ-ɛ̀,g,itive,dependent
gə̀-pìɽ-ɔ́,g,ventive,perfective
gə̀-pìɽ-à,g,ventive,dependent
g-á-píɽ̀-à,g,itive,imperfective
g-á-píɽ-à,g,itive,imperfective
g-á-pìɽ̀-ɔ́,g,ventive,imperfective
g-á-pìɽ-ɔ́,g,ventive,imperfective
g-à-píɽ̀-ɛ̀,g,itive,perfective
g-à-píɽ-ɛ̀,g,itive,perfective
rd-ɔ́,unmarked,itive,imperative
rd-á,unmarked,ventive,imperative
ŕd-ɔ́,unmarked,itive,imperative
r̀d-á,unmarked,ventive,imperative
ɲə̀-rd-ɛ̀,ɲ,itive,dependent
ɲə̀-rd-ɔ́,ɲ,ventive,perfective
ɲə̀-rd-à,ɲ,ventive,dependent
ɲə̀-r̀d-ɛ̀,ɲ,itive,dependent
ɲə̀-r̀d-ɔ́,ɲ,ventive,perfective
ɲə̀-r̀d-à,ɲ,ventive,dependent
ɲ-á-rd-ɔ́,ɲ,ventive,imperfective
ɲ-á-rd-à,ɲ,itive,imperfective
ɲ-á-ŕd-à,ɲ,itive,imperfective
ɲ-á-r̀d-ɔ́,ɲ,ventive,imperfective
ɲ-à-rd-ɛ̀,ɲ,itive,perfective
ɲ-à-ŕd-ɛ̀,ɲ,itive,perfective
ŋə̀-rd-ɛ̀,ŋ,itive,dependent
ŋə̀-rd-ɔ́,ŋ,ventive,perfective
ŋə̀-rd-à,ŋ,ventive,dependent
ŋə̀-r̀d-ɛ̀,ŋ,itive,dependent
ŋə̀-r̀d-ɔ́,ŋ,ventive,perfective
ŋə̀-r̀d-à,ŋ,ventive,dependent
ŋ-á-rd-ɔ́,ŋ,ventive,imperfective
ŋ-á-rd-à,ŋ,itive,imperfective
ŋ-á-ŕd-à,ŋ,itive,imperfective
ŋ-á-r̀d-ɔ́,ŋ,ventive,imperfective
ŋ-à-rd-ɛ̀,ŋ,itive,perfective
ŋ-à-ŕd-ɛ̀,ŋ,itive,perfective
ðə́-rd-á,ð,unmarked,infinitive
ðə́-ŕd-á,ð,unmarked,infinitive
ðə̀-rd-ɛ̀,ð,itive,dependent
ðə̀-rd-ɔ́,ð,ventive,perfective
ðə̀-rd-à,ð,ventive,dependent
ðə̀-r̀d-ɛ̀,ð,itive,dependent
ðə̀-r̀d-ɔ́,ð,ventive,perfective
ðə̀-r̀d-à,ð,ventive,dependent
ð-á-rd-ɔ́,ð,ventive,imperfective
ð-á-rd-à,ð,itive,imperfective
ð-á-ŕd-à,ð,itive,imperfective
ð-á-r̀d-ɔ́,ð,ventive,imperfective
ð-à-rd-ɛ̀,ð,itive,perfective
ð-à-ŕd-ɛ̀,ð,itive,perfective
t̪ə̀-rd-ɛ̀,t̪,itive,dependent
t̪ə̀-rd-ɔ́,t̪,ventive,perfective
t̪ə̀-rd-à,t̪,ventive,dependent
t̪ə̀-r̀d-ɛ̀,t̪,itive,dependent
t̪ə̀-r̀d-ɔ́,t̪,ventive,perfective
t̪ə̀-r̀d-à,t̪,ventive,dependent
t̪-á-rd-ɔ́,t̪,ventive,imperfective
t̪-á-rd-à,t̪,itive,imperfective
t̪-á-ŕd-à,t̪,itive,imperfective
t̪-á-r̀d-ɔ́,t̪,ventive,imperfective
t̪-à-rd-ɛ̀,t̪,itive,perfective
t̪-à-ŕd-ɛ̀,t̪,itive,perfective
rə̀-rd-ɛ̀,r,itive,dependent
rə̀-rd-ɔ́,r,ventive,perfective
rə̀-rd-à,r,ventive,dependent
rə̀-r̀d-ɛ̀,r,itive,dependent
rə̀-r̀d-ɔ́,r,ventive,perfective
rə̀-r̀d-à,r,ventive,dependent
r-á-rd-ɔ́,r,ventive,imperfective
r-á-rd-à,r,itive,imperfective
r-á-ŕd-à,r,itive,imperfective
r-á-r̀d-ɔ́,r,ventive,imperfective
r-à-rd-ɛ̀,r,itive,perfective
r-à-ŕd-ɛ̀,r,itive,perfective
nə̀-rd-ɛ̀,n,itive,dependent
nə̀-rd-ɔ́,n,ventive,perfective
nə̀-rd-à,n,ventive,dependent
nə̀-r̀d-ɛ̀,n,itive,dependent
nə̀-r̀d-ɔ́,n,ventive,perfective
nə̀-r̀d-à,n,ventive,dependent
n-á-rd-ɔ́,n,ventive,imperfective
n-á-rd-à,n,itive,imperfective
n-á-ŕd-à,n,itive,imperfective
n-á-r̀d-ɔ́,n,ventive,imperfective
n-à-rd-ɛ̀,n,itive,perfective
n-à-ŕd-ɛ̀,n,itive,perfective
lə̀-rd-ɛ̀,l,itive,dependent
lə̀-rd-ɔ́,l,ventive,perfective
lə̀-rd-à,l,ventive,dependent
lə̀-r̀d-ɛ̀,l,itive,dependent
lə̀-r̀d-ɔ́,l,ventive,perfective
lə̀-r̀d-à,l,ventive,dependent
l-á-rd-ɔ́,l,ventive,imperfective
l-á-rd-à,l,itive,imperfective
l-á-ŕd-à,l,itive,imperfective
l-á-r̀d-ɔ́,l,ventive,imperfective
l-à-rd-ɛ̀,l,itive,perfective
l-à-ŕd-ɛ̀,l,itive,perfective
jə̀-rd-ɛ̀,j,itive,dependent
jə̀-rd-ɔ́,j,ventive,perfective
jə̀-rd-à,j,ventive,dependent
jə̀-r̀d-ɛ̀,j,itive,dependent
jə̀-r̀d-ɔ́,j,ventive,perfective
jə̀-r̀d-à,j,ventive,dependent
j-á-rd-ɔ́,j,ventive,imperfective
j-á-rd-à,j,itive,imperfective
j-á-ŕd-à,j,itive,imperfective
j-á-r̀d-ɔ́,j,ventive,imperfective
j-à-rd-ɛ̀,j,itive,perfective
j-à-ŕd-ɛ̀,j,itive,perfective
gə̀-rd-ɛ̀,g,itive,dependent
gə̀-rd-ɔ́,g,ventive,perfective
gə̀-rd-à,g,ventive,dependent
gə̀-r̀d-ɛ̀,g,itive,dependent
gə̀-r̀d-ɔ́,g,ventive,perfective
gə̀-r̀d-à,g,ventive,dependent
g-á-rd-ɔ́,g,ventive,imperfective
g-á-rd-à,g,itive,imperfective
g-á-ŕd-à,g,itive,imperfective
g-á-r̀d-ɔ́,g,ventive,imperfective
g-à-rd-ɛ̀,g,itive,perfective
g-à-ŕd-ɛ̀,g,itive,perfective
kɛ́ɾ́-ɔ́,unmarked,itive,imperative
kɛ́ɾ-ɔ́,unmarked,itive,imperative
kɛ̀ɾ̀-á,unmarked,ventive,imperative
kɛ̀ɾ-á,unmarked,ventive,imperative
ɲə̀-kɛ̀ɾ̀-ɛ̀,ɲ,itive,dependent
ɲə̀-kɛ̀ɾ̀-ɔ́,ɲ,ventive,perfective
ɲə̀-kɛ̀ɾ̀-à,ɲ,ventive,dependent
ɲə̀-kɛ̀ɾ-ɛ̀,ɲ,itive,dependent
ɲə̀-kɛ̀ɾ-ɔ́,ɲ,ventive,perfective
ɲə̀-kɛ̀ɾ-à,ɲ,ventive,dependent
ɲ-á-kɛ́ɾ̀-à,ɲ,itive,imperfective
ɲ-á-kɛ́ɾ-à,ɲ,itive,imperfective
ɲ-á-kɛ̀ɾ̀-ɔ́,ɲ,ventive,imperfective
ɲ-á-kɛ̀ɾ-ɔ́,ɲ,ventive,imperfective
ɲ-à-kɛ́ɾ̀-ɛ̀,ɲ,itive,perfective
ɲ-à-kɛ́ɾ-ɛ̀,ɲ,itive,perfective
ŋə̀-kɛ̀ɾ̀-ɛ̀,ŋ,itive,dependent
ŋə̀-kɛ̀ɾ̀-ɔ́,ŋ,ventive,perfective
ŋə̀-kɛ̀ɾ̀-à,ŋ,ventive,dependent
ŋə̀-kɛ̀ɾ-ɛ̀,ŋ,itive,dependent
ŋə̀-kɛ̀ɾ-ɔ́,ŋ,ventive,perfective
ŋə̀-kɛ̀ɾ-à,ŋ,ventive,dependent
ŋ-á-kɛ́ɾ̀-à,ŋ,itive,imperfective
ŋ-á-kɛ́ɾ-à,ŋ,itive,imperfective
ŋ-á-kɛ̀ɾ̀-ɔ́,ŋ,ventive,imperfective
ŋ-á-kɛ̀ɾ-ɔ́,ŋ,ventive,imperfective
ŋ-à-kɛ́ɾ̀-ɛ̀,ŋ,itive,perfective
ŋ-à-kɛ́ɾ-ɛ̀,ŋ,itive,perfective
ðə́-kɛ́ɾ́-á,ð,unmarked,infinitive
ðə́-kɛ́ɾ-á,ð,unmarked,infinitive
ðə̀-kɛ̀ɾ̀-ɛ̀,ð,itive,dependent
ðə̀-kɛ̀ɾ̀-ɔ́,ð,ventive,perfective
ðə̀-kɛ̀ɾ̀-à,ð,ventive,dependent
ðə̀-kɛ̀ɾ-ɛ̀,ð,itive,dependent
ðə̀-kɛ̀ɾ-ɔ́,ð,ventive,perfective
ðə̀-kɛ̀ɾ-à,ð,ventive,dependent
ð-á-kɛ́ɾ̀-à,ð,itive,imperfective
ð-á-kɛ́ɾ-à,ð,itive,imperfective
ð-á-kɛ̀ɾ̀-ɔ́,ð,ventive,imperfective
ð-á-kɛ̀ɾ-ɔ́,ð,ventive,imperfective
ð-à-kɛ́ɾ̀-ɛ̀,ð,itive,perfective
ð-à-kɛ́ɾ-ɛ̀,ð,itive,perfective
t̪ə̀-kɛ̀ɾ̀-ɛ̀,t̪,itive,dependent
t̪ə̀-kɛ̀ɾ̀-ɔ́,t̪,ventive,perfective
t̪ə̀-kɛ̀ɾ̀-à,t̪,ventive,dependent
t̪ə̀-kɛ̀ɾ-ɛ̀,t̪,itive,dependent
t̪ə̀-kɛ̀ɾ-ɔ́,t̪,ventive,perfective
t̪ə̀-kɛ̀ɾ-à,t̪,ventive,dependent
t̪-á-kɛ́ɾ̀-à,t̪,itive,imperfective
t̪-á-kɛ́ɾ-à,t̪,itive,imperfective
t̪-á-kɛ̀ɾ̀-ɔ́,t̪,ventive,imperfective
t̪-á-kɛ̀ɾ-ɔ́,t̪,ventive,imperfective
t̪-à-kɛ́ɾ̀-ɛ̀,t̪,itive,perfective
t̪-à-kɛ́ɾ-ɛ̀,t̪,itive,perfective
rə̀-kɛ̀ɾ̀-ɛ̀,r,itive,dependent
rə̀-kɛ̀ɾ̀-ɔ́,r,ventive,perfective
rə̀-kɛ̀ɾ̀-à,r,ventive,dependent
rə̀-kɛ̀ɾ-ɛ̀,r,itive,dependent
rə̀-kɛ̀ɾ-ɔ́,r,ventive,perfective
rə̀-kɛ̀ɾ-à,r,ventive,dependent
r-á-kɛ́ɾ̀-à,r,itive,imperfective
r-á-kɛ́ɾ-à,r,itive,imperfective
r-á-kɛ̀ɾ̀-ɔ́,r,ventive,imperfective
r-á-kɛ̀ɾ-ɔ́,r,ventive,imperfective
r-à-kɛ́ɾ̀-ɛ̀,r,itive,perfective
r-à-kɛ́ɾ-ɛ̀,r,itive,perfective
nə̀-kɛ̀ɾ̀-ɛ̀,n,itive,dependent
nə̀-kɛ̀ɾ̀-ɔ́,n,ventive,perfective
nə̀-kɛ̀ɾ̀-à,n,ventive,dependent
nə̀-kɛ̀ɾ-ɛ̀,n,itive,dependent
nə̀-kɛ̀ɾ-ɔ́,n,ventive,perfective
nə̀-kɛ̀ɾ-à,n,ventive,dependent
n-á-kɛ́ɾ̀-à,n,itive,imperfective
n-á-kɛ́ɾ-à,n,itive,imperfective
n-á-kɛ̀ɾ̀-ɔ́,n,ventive,imperfective
n-á-kɛ̀ɾ-ɔ́,n,ventive,imperfective
n-à-kɛ́ɾ̀-ɛ̀,n,itive,perfective
n-à-kɛ́ɾ-ɛ̀,n,itive,perfective
lə̀-kɛ̀ɾ̀-ɛ̀,l,itive,dependent
lə̀-kɛ̀ɾ̀-ɔ́,l,ventive,perfective
lə̀-kɛ̀ɾ̀-à,l,ventive,dependent
lə̀-kɛ̀ɾ-ɛ̀,l,itive,dependent
lə̀-kɛ̀ɾ-ɔ́,l,ventive,perfective
lə̀-kɛ̀ɾ-à,l,ventive,dependent
l-á-kɛ́ɾ̀-à,l,itive,imperfective
l-á-kɛ́ɾ-à,l,itive,imperfective
l-á-kɛ̀ɾ̀-ɔ́,l,ventive,imperfective
l-á-kɛ̀ɾ-ɔ́,l,ventive,imperfective
l-à-kɛ́ɾ̀-ɛ̀,l,itive,perfective
l-à-kɛ́ɾ-ɛ̀,l,itive,perfective
jə̀-kɛ̀ɾ̀-ɛ̀,j,itive,dependent
jə̀-kɛ̀ɾ̀-ɔ́,j,ventive,perfective
jə̀-kɛ̀ɾ̀-à,j,ventive,dependent
jə̀-kɛ̀ɾ-ɛ̀,j,itive,dependent
jə̀-kɛ̀ɾ-ɔ́,j,ventive,perfective
jə̀-kɛ̀ɾ-à,j,ventive,dependent
j-á-kɛ́ɾ̀-à,j,itive,imperfective
j-á-kɛ́ɾ-à,j,itive,imperfective
j-á-kɛ̀ɾ̀-ɔ́,j,ventive,imperfective
j-á-kɛ̀ɾ-ɔ́,j,ventive,imperfective
j-à-kɛ́ɾ̀-ɛ̀,j,itive,perfective
j-à-kɛ́ɾ-ɛ̀,j,itive,perfective
gə̀-kɛ̀ɾ̀-ɛ̀,g,itive,dependent
gə̀-kɛ̀ɾ̀-ɔ́,g,ventive,perfective
gə̀-kɛ̀ɾ̀-à,g,ventive,dependent
gə̀-kɛ̀ɾ-ɛ̀,g,itive,dependent
gə̀-kɛ̀ɾ-ɔ́,g,ventive,perfective
gə̀-kɛ̀ɾ-à,g,ventive,dependent
g-á-kɛ́ɾ̀-à,g,itive,imperfective
g-á-kɛ́ɾ-à,g,itive,imperfective
g-á-kɛ̀ɾ̀-ɔ́,g,ventive,imperfective
g-á-kɛ̀ɾ-ɔ́,g,ventive,imperfective
g-à-kɛ́ɾ̀-ɛ̀,g,itive,perfective
g-à-kɛ́ɾ-ɛ̀,g,itive,perfective
íj-ɔ́,unmarked,itive,imperative
ìj-á,unmarked,ventive,imperative
ɲ-ìj-ɛ̀,ɲ,itive,dependent
ɲ-ìj-ɔ́,ɲ,ventive,perfective
ɲ-ìj-à,ɲ,ventive,dependent
ɲ-á-íj-à,ɲ,itive,imperfective
ɲ-á-ìj-ɔ́,ɲ,ventive,imperfective
ɲ-à-íj-ɛ̀,ɲ,itive,perfective
ŋ-ìj-ɛ̀,ŋ,itive,dependent
ŋ-ìj-ɔ́,ŋ,ventive,perfective
ŋ-ìj-à,ŋ,ventive,dependent
ŋ-á-íj-à,ŋ,itive,imperfective
ŋ-á-ìj-ɔ́,ŋ,ventive,imperfective
ŋ-à-íj-ɛ̀,ŋ,itive,perfective
ð-íj-á,ð,unmarked,infinitive
ð-ìj-ɛ̀,ð,itive,dependent
ð-ìj-ɔ́,ð,ventive,perfective
ð-ìj-à,ð,ventive,dependent
ð-á-íj-à,ð,itive,imperfective
ð-á-ìj-ɔ́,ð,ventive,imperfective
ð-à-íj-ɛ̀,ð,itive,perfective
t̪-ìj-ɛ̀,t̪,itive,dependent
t̪-ìj-ɔ́,t̪,ventive,perfective
t̪-ìj-à,t̪,ventive,dependent
t̪-á-íj-à,t̪,itive,imperfective
t̪-á-ìj-ɔ́,t̪,ventive,imperfective
t̪-à-íj-ɛ̀,t̪,itive,perfective
r-ìj-ɛ̀,r,itive,dependent
r-ìj-ɔ́,r,ventive,perfective
r-ìj-à,r,ventive,dependent
r-á-íj-à,r,itive,imperfective
r-á-ìj-ɔ́,r,ventive,imperfective
r-à-íj-ɛ̀,r,itive,perfective
n-ìj-ɛ̀,n,itive,dependent
n-ìj-ɔ́,n,ventive,perfective
n-ìj-à,n,ventive,dependent
n-á-íj-à,n,itive,imperfective
n-á-ìj-ɔ́,n,ventive,imperfective
n-à-íj-ɛ̀,n,itive,perfective
l-ìj-ɛ̀,l,itive,dependent
l-ìj-ɔ́,l,ventive,perfective
l-ìj-à,l,ventive,dependent
l-á-íj-à,l,itive,imperfective
l-á-ìj-ɔ́,l,ventive,imperfective
l-à-íj-ɛ̀,l,itive,perfective
j-ìj-ɛ̀,j,itive,dependent
j-ìj-ɔ́,j,ventive,perfective
j-ìj-à,j,ventive,dependent
j-á-íj-à,j,itive,imperfective
j-á-ìj-ɔ́,j,ventive,imperfective
j-à-íj-ɛ̀,j,itive,perfective
g-ìj-ɛ̀,g,itive,dependent
g-ìj-ɔ́,g,ventive,perfective
g-ìj-à,g,ventive,dependent
g-á-íj-à,g,itive,imperfective
g-á-ìj-ɔ́,g,ventive,imperfective
